ID_Produto,Quantidade,Preco_Unitario,Data_Venda
8300,9,23.75,2024-12-19 21:32:49
3060,3,37.02,2021-05-09 07:01:01
8753,8,60.17,2020-04-24 18:11:30
2299,1,43.41,2020-06-02 21:16:15
9743,3,34.18,2023-12-27 15:12:09
8275,2,92.48,2021-11-19 13:07:42
9934,6,23.56,2023-03-31 09:43:56
8254,6,42.27,2021-06-20 01:51:47
8595,2,63.06,2021-04-20 01:14:54
9852,5,11.17,2020-06-24 16:28:28
7544,1,26.08,2020-10-27 04:03:03
5552,3,80.3,2020-03-02 20:23:34
6737,5,88.82,2022-11-27 18:06:25
619,7,68.42,2020-02-28 12:03:36
1003,5,98.25,2021-03-27 01:22:59
6144,1,34.28,2023-07-11 07:42:35
8320,8,23.63,2021-07-05 08:20:34
7756,1,31.82,2023-11-13 17:41:24
1164,4,63.59,2024-04-03 00:12:24
7860,6,71.55,2024-05-14 16:36:19
1838,3,30.12,2023-06-03 23:38:20
8672,1,46.21,2023-08-22 16:13:59
4535,5,18.58,2022-02-21 09:23:21
838,7,97.12,2021-02-12 03:08:29
4030,9,75.6,2024-01-20 06:11:42
5815,8,68.02,2022-11-29 17:52:08
6415,8,55.03,2024-04-11 19:42:59
518,3,61.18,2024-05-31 05:50:10
3019,6,80.7,2024-04-26 21:03:39
2274,9,25.77,2020-10-18 20:54:01
3799,5,83.17,2022-01-08 21:55:19
6327,3,25.63,2024-03-02 07:33:24
6277,9,84.96,2021-04-07 00:08:09
2580,8,73.73,2020-04-02 15:52:38
1267,8,85.78,2020-10-09 23:01:37
9117,6,83.98,2023-08-12 15:07:58
950,2,10.57,2022-05-24 22:54:43
2478,9,71.86,2024-05-09 04:43:41
138,3,17.65,2020-03-07 12:56:48
8177,8,32.14,2021-05-18 04:36:09
8349,8,72.79,2024-04-09 12:47:07
294,3,36.6,2021-12-08 10:37:55
9082,8,95.82,2022-02-23 19:33:26
4952,4,43.98,2022-07-28 14:49:16
7211,1,61.33,2024-11-08 21:38:49
1054,2,88.68,2021-06-15 15:14:28
9484,9,87.65,2023-07-14 09:04:51
2174,9,70.13,2020-06-03 22:23:57
1878,4,61.22,2023-10-12 15:23:36
7909,2,36.04,2021-11-02 23:37:52
1295,3,71.86,2022-06-11 15:59:46
1347,2,44.88,2023-11-26 09:55:59
6182,6,92.12,2020-06-11 17:17:28
3234,4,73.98,2022-02-16 09:10:49
6730,8,29.46,2020-04-09 14:23:47
5298,1,74.52,2020-07-04 01:23:44
4172,7,75.6,2022-12-15 18:10:47
1306,1,46.54,2022-11-23 18:45:07
9501,3,24.67,2022-07-09 22:49:31
6559,1,31.1,2021-10-22 16:40:04
9730,4,82.49,2021-01-05 15:40:24
6702,1,73.53,2023-07-11 03:03:36
8866,3,12.25,2021-11-07 03:14:08
8306,3,38.9,2023-02-07 23:59:11
3496,3,37.6,2022-09-22 04:00:53
6880,7,61.95,2022-08-09 13:31:37
5826,4,16.7,2020-01-03 09:07:33
2586,3,21.4,2020-10-20 08:43:33
7984,6,82.77,2021-05-25 18:33:54
2049,3,41.19,2023-08-26 06:39:39
4739,3,10.3,2022-07-04 06:38:08
7794,1,50.65,2020-12-21 08:32:50
3470,1,97.79,2023-07-15 04:32:14
4207,2,61.28,2021-05-19 01:02:08
5716,7,87.78,2021-09-17 03:59:38
4355,1,80.21,2022-07-06 15:05:55
8412,2,97.44,2024-02-03 06:00:06
2130,8,21.11,2020-09-04 14:11:21
178,3,54.81,2024-08-17 22:07:45
8708,8,75.47,2023-10-20 19:08:27
2387,7,78.54,2020-08-27 02:50:21
4296,1,62.93,2024-04-06 07:06:30
2982,1,95.57,2022-05-20 08:03:02
2487,2,22.39,2022-09-29 20:28:40
6215,1,30.77,2024-01-18 15:04:02
6394,5,46.03,2024-09-12 15:05:11
6104,5,35.79,2023-11-21 17:40:33
5199,9,66.11,2020-09-26 00:38:07
7295,8,76.48,2021-11-06 13:35:52
7632,1,95.58,2024-06-07 04:41:44
4272,5,21.54,2021-10-14 18:11:08
4408,1,40.61,2022-05-13 18:38:17
3624,8,77.9,2021-07-30 02:36:48
8362,4,85.09,2021-07-26 10:57:01
6216,5,45.76,2024-01-30 12:32:25
7703,4,19.2,2020-11-13 12:05:17
8165,2,84.44,2021-02-26 22:29:06
1915,3,46.27,2022-04-12 07:11:27
666,2,70.92,2020-09-15 18:20:16
7896,1,22.79,2022-03-05 16:24:37
4798,9,94.08,2022-09-04 03:27:59
6498,6,10.32,2021-03-08 04:58:05
7926,8,46.6,2022-06-04 15:02:11
1348,7,86.93,2023-03-07 10:53:13
413,8,76.82,2020-07-13 19:46:41
164,3,99.54,2022-04-23 02:33:15
2181,2,73.67,2020-02-01 12:09:03
6793,6,64.97,2021-10-19 09:47:47
9794,2,37.4,2024-11-18 17:08:48
3865,1,69.0,2022-04-03 08:29:52
7917,5,28.53,2020-01-20 15:36:16
742,9,89.22,2022-07-29 22:55:35
8010,7,13.76,2022-10-21 22:55:31
9779,9,72.46,2020-10-15 07:41:12
1143,3,31.8,2022-03-05 04:50:58
2437,7,95.19,2020-03-23 08:09:06
5592,9,58.18,2023-05-14 10:50:46
5966,6,80.51,2024-03-20 09:58:15
1985,2,29.5,2024-02-14 18:59:50
9990,6,59.44,2020-10-24 21:00:37
3550,9,51.06,2023-01-31 12:00:46
2598,5,80.17,2020-06-25 04:28:42
1213,5,29.84,2021-12-15 09:15:04
7976,1,33.95,2020-07-15 06:11:58
4766,4,56.77,2021-07-29 05:00:15
5365,6,65.95,2024-12-24 15:05:15
572,5,17.84,2020-06-30 13:50:20
1618,6,53.91,2023-09-18 14:22:07
422,1,23.44,2022-07-03 08:39:26
487,2,47.13,2023-08-12 06:24:48
6331,9,99.54,2022-04-06 01:12:58
4165,4,77.88,2020-07-10 11:55:49
5732,4,11.72,2022-01-02 16:19:46
2336,3,71.0,2024-09-27 09:32:19
4015,3,45.04,2021-08-18 22:13:29
8510,1,69.26,2024-08-17 18:48:27
2648,5,62.46,2021-01-25 06:55:17
46,1,21.75,2024-06-16 05:37:32
1621,1,94.68,2024-08-14 09:41:39
1793,1,64.16,2020-08-02 23:34:10
1623,6,27.76,2020-11-26 05:03:47
3769,6,15.55,2024-05-28 01:54:00
5651,2,76.11,2020-05-18 23:12:00
1497,5,61.29,2021-02-11 14:05:08
38,7,69.35,2024-05-04 13:23:30
2797,7,29.85,2024-11-05 00:13:04
7957,4,55.2,2021-11-16 22:10:56
5702,6,12.77,2024-08-18 01:18:56
8282,7,86.74,2022-10-19 14:04:23
7831,4,95.28,2023-09-30 22:29:20
9786,4,46.93,2021-02-08 05:42:08
3917,5,40.85,2021-12-19 16:07:16
6900,5,99.0,2021-04-22 10:21:33
1693,8,23.68,2021-05-24 08:01:48
8340,8,93.94,2021-02-11 22:04:38
8245,2,67.23,2023-05-01 05:39:40
7530,7,93.92,2021-11-21 09:57:34
5091,5,18.32,2020-01-19 11:24:48
1087,5,59.94,2022-10-31 13:35:08
6086,1,70.73,2020-04-23 22:55:15
6091,4,63.17,2022-04-07 18:28:32
1238,3,32.47,2020-12-14 20:12:38
6444,5,87.41,2024-08-29 07:02:14
9269,9,50.26,2020-04-02 09:19:36
4050,5,87.37,2024-01-26 12:35:54
4351,2,69.74,2021-05-04 00:18:14
3717,8,19.55,2021-10-13 19:40:06
9565,8,17.39,2020-02-11 12:34:53
6137,6,92.06,2024-03-09 23:36:38
2927,9,30.95,2022-11-09 06:08:45
4343,1,94.5,2022-10-16 02:33:31
354,3,19.62,2022-04-02 08:24:31
1858,6,96.42,2024-09-21 11:59:03
6123,1,72.09,2020-05-13 15:15:26
684,4,56.62,2022-09-01 12:19:25
1086,8,93.24,2020-06-06 09:03:58
5998,6,92.15,2020-03-19 06:38:25
9788,3,45.71,2021-11-08 13:53:00
8716,4,62.06,2024-11-04 22:54:52
5339,9,65.65,2024-08-21 13:53:47
3017,2,52.07,2020-01-31 22:57:57
7451,8,74.88,2024-10-18 03:08:40
3804,6,37.37,2021-12-20 16:01:17
2272,9,98.06,2023-10-16 08:57:54
3376,5,87.64,2021-04-28 14:24:50
4812,9,74.27,2020-06-30 02:32:34
4688,6,47.15,2023-05-17 18:06:59
6809,1,86.33,2024-06-06 16:56:05
4386,8,15.8,2022-09-10 19:13:00
4696,6,53.05,2023-11-21 07:02:31
6462,6,43.93,2021-09-06 18:20:38
7126,3,41.61,2023-03-30 10:06:53
933,1,19.0,2021-01-18 02:43:48
7669,9,94.29,2023-11-24 00:50:23
7299,5,84.37,2021-07-22 08:28:39
7586,4,54.77,2020-06-21 14:32:19
6991,5,69.77,2024-09-05 11:48:40
8298,1,21.9,2024-01-02 09:25:06
2346,5,27.68,2021-12-01 11:54:19
879,3,54.99,2022-06-16 04:34:16
2915,1,60.19,2024-03-25 17:20:08
9355,9,31.79,2024-02-03 03:46:24
8549,4,75.29,2022-03-01 10:22:10
6478,1,41.49,2023-01-26 15:13:37
4166,6,43.05,2023-09-13 12:02:27
7785,7,21.34,2024-09-29 17:25:08
4625,9,81.13,2024-06-04 01:13:41
6499,1,96.16,2023-02-05 18:30:10
3509,1,28.64,2020-03-29 04:45:04
2107,8,67.71,2022-06-08 18:49:09
4927,3,49.39,2023-07-25 01:03:37
6065,2,53.39,2021-07-15 19:43:05
6239,5,22.11,2023-01-10 13:14:49
124,8,33.77,2022-10-15 03:55:33
5856,4,46.25,2023-10-02 22:49:19
9063,1,37.21,2021-09-18 04:07:07
4518,3,64.31,2024-02-26 10:42:33
5253,1,17.04,2020-03-23 04:16:16
2885,9,90.14,2022-10-25 04:02:56
4254,6,32.88,2020-06-06 14:44:43
613,5,62.07,2022-10-07 16:53:37
8538,4,80.77,2020-04-03 21:47:22
262,3,18.72,2024-09-09 17:23:00
9152,9,81.53,2023-01-13 07:22:43
7387,8,20.09,2022-02-24 10:02:56
7860,4,99.98,2021-08-01 13:44:41
4569,7,53.36,2023-08-26 20:17:40
3064,6,62.58,2021-09-28 14:29:35
8835,9,29.77,2024-09-05 06:17:40
9715,8,34.97,2020-02-19 12:46:38
7580,3,43.1,2021-04-17 00:45:57
1687,4,98.17,2023-01-03 02:52:56
4903,9,27.96,2024-02-18 01:58:36
5000,7,11.39,2023-01-23 23:31:36
1704,2,35.97,2022-09-26 23:28:00
2485,1,11.6,2021-06-23 11:16:18
568,4,43.84,2022-10-11 16:30:35
114,5,10.37,2022-07-04 16:42:27
4715,3,24.39,2023-05-15 14:25:46
126,1,38.12,2022-04-30 04:15:47
8454,7,23.69,2022-09-09 06:43:21
3743,2,97.19,2022-11-09 01:32:34
3280,7,37.73,2023-10-13 20:26:50
9659,6,61.5,2024-09-07 05:21:04
440,4,94.53,2021-06-21 06:39:27
3529,3,19.92,2024-10-08 22:26:42
3378,6,33.21,2022-08-20 22:19:34
2336,7,64.78,2024-08-01 03:11:31
1569,9,85.05,2024-04-27 06:03:25
2439,1,98.11,2022-09-20 01:34:33
5620,8,72.71,2020-09-19 22:51:20
4219,7,64.6,2020-03-19 16:13:42
5622,9,69.36,2021-07-23 20:33:44
6725,6,23.14,2023-11-16 03:08:41
2266,4,68.28,2020-05-10 22:16:58
3848,7,19.27,2022-04-01 15:34:56
6929,4,73.11,2023-05-27 06:20:33
2756,7,72.19,2023-11-07 06:51:10
2893,4,12.71,2024-08-31 07:51:52
3037,6,65.33,2020-02-13 02:06:18
1991,6,39.04,2022-09-28 04:52:02
3545,7,19.36,2024-08-29 07:46:11
9981,6,63.05,2023-03-04 22:47:52
8273,8,72.93,2022-10-24 07:39:10
4087,1,54.21,2020-05-06 11:21:37
2015,5,28.63,2023-04-20 15:11:28
101,8,20.01,2022-07-13 17:16:52
389,2,73.63,2022-06-18 21:44:26
2317,6,27.35,2024-07-14 11:50:17
2483,3,17.85,2024-09-15 06:15:24
5573,4,38.53,2023-03-16 21:09:33
9336,7,37.83,2020-01-26 10:57:10
9048,5,16.29,2020-11-11 22:33:00
4463,1,85.74,2024-07-04 03:58:05
2676,5,61.03,2022-03-28 22:37:12
2664,1,58.47,2021-09-09 06:02:44
9353,3,45.81,2023-10-29 21:22:22
2098,6,55.43,2024-12-22 02:38:52
9644,3,56.69,2021-06-29 11:10:40
3706,8,37.44,2022-12-19 07:51:16
2025,2,73.61,2023-12-07 00:27:41
5768,9,87.24,2022-06-15 11:53:16
6434,6,26.81,2023-11-19 16:06:52
8837,3,82.01,2024-12-08 19:18:04
4162,2,43.86,2021-04-07 01:16:28
9037,3,80.02,2020-03-02 05:56:20
3253,7,61.69,2021-06-12 23:41:16
7611,4,47.34,2021-10-27 22:34:20
6596,7,10.21,2021-03-30 23:08:09
4786,8,79.5,2021-01-11 01:32:51
5351,1,56.08,2021-08-17 11:36:39
2604,4,65.26,2020-06-20 11:04:58
3177,8,21.41,2020-01-21 05:18:51
6938,1,23.93,2024-11-16 09:44:46
6876,7,41.76,2023-05-29 23:16:07
1449,9,83.16,2023-09-17 15:36:54
3387,3,86.82,2023-09-25 20:24:51
2626,7,42.38,2022-02-02 14:01:40
7153,8,80.42,2020-03-03 23:40:37
7816,6,95.17,2022-09-25 23:35:50
3817,2,36.08,2022-10-06 13:39:15
5109,1,18.65,2024-12-01 02:59:31
4542,1,93.01,2022-09-18 03:44:17
4643,9,85.5,2020-12-30 22:58:57
8252,7,17.83,2021-07-01 10:47:46
124,1,84.71,2020-12-11 08:27:52
2426,7,53.64,2022-08-21 00:00:40
9443,8,31.12,2023-08-06 21:59:56
8397,2,87.41,2024-03-22 17:07:43
5407,5,89.73,2021-01-19 21:19:44
6070,1,47.06,2022-10-17 18:10:08
7008,7,40.4,2021-09-26 04:26:56
5403,2,89.51,2023-01-15 20:55:08
9244,9,48.75,2023-09-20 07:46:57
4799,2,96.73,2022-06-14 20:55:07
4444,5,17.49,2020-04-05 11:31:39
8087,8,11.85,2024-06-03 10:09:53
5220,4,70.89,2023-12-28 10:23:44
8668,8,12.39,2020-08-05 04:21:14
7445,1,28.11,2023-09-21 07:37:48
3936,5,79.57,2021-01-05 17:41:15
8942,2,16.55,2023-02-19 12:18:18
5413,1,79.73,2020-02-04 18:00:13
9273,9,98.7,2023-03-04 17:55:58
2094,2,15.61,2021-01-27 02:51:34
9909,3,80.42,2023-08-26 19:14:12
9833,1,51.53,2024-07-01 22:14:26
748,9,90.24,2024-12-30 10:46:21
3412,6,81.98,2023-09-26 11:59:28
4293,1,20.02,2022-09-13 13:38:49
2142,7,79.05,2022-03-30 13:33:30
7479,9,91.08,2022-09-19 09:12:37
6572,3,29.38,2021-09-01 16:48:11
3825,1,45.09,2024-09-07 00:04:24
835,7,63.48,2023-11-14 04:50:25
3160,3,14.26,2022-05-07 19:41:43
998,6,35.55,2024-01-14 19:22:52
9099,5,48.09,2023-10-02 20:20:56
8852,8,56.02,2022-08-21 13:55:51
8197,5,12.06,2022-11-30 22:19:20
9440,3,17.22,2021-07-14 18:39:07
9487,7,12.0,2020-08-10 18:35:21
8725,4,74.32,2024-08-31 01:18:58
2954,6,27.99,2020-12-12 15:13:04
147,1,24.55,2022-09-14 21:30:18
1611,3,40.35,2024-11-07 00:04:05
7492,5,55.16,2020-05-14 04:35:01
6550,8,88.37,2023-12-15 09:46:37
6035,2,24.87,2024-02-03 17:08:42
9073,2,37.22,2021-07-08 22:30:04
5497,6,31.32,2021-11-07 11:24:02
4908,2,62.11,2021-07-15 07:54:59
6380,8,45.53,2021-11-19 05:05:12
6042,2,43.97,2020-08-26 07:32:04
2969,1,90.24,2021-11-29 09:24:02
9481,6,98.3,2020-10-21 04:38:32
2628,6,32.34,2024-11-14 06:59:34
3833,2,63.46,2022-06-08 02:08:21
1128,2,96.75,2023-04-21 18:05:41
8745,8,89.63,2022-01-31 06:10:51
8850,9,95.34,2023-12-16 06:45:21
6812,5,63.07,2024-12-30 03:21:36
7322,3,74.23,2024-03-24 01:55:51
4698,7,20.3,2021-02-07 04:02:29
4620,6,81.59,2020-11-22 04:23:35
6408,7,21.27,2021-06-11 21:38:21
5845,8,98.14,2021-07-15 18:07:27
2539,2,88.15,2024-10-28 18:16:01
7855,4,19.32,2021-06-19 14:05:36
5650,8,27.64,2020-05-14 20:39:26
3398,6,11.34,2020-02-21 03:03:55
8566,2,43.78,2022-06-23 13:25:31
7569,8,71.35,2024-09-26 11:36:15
3316,3,48.02,2024-07-23 06:32:23
6329,9,35.65,2022-06-27 05:29:15
8360,2,93.27,2021-06-01 02:18:14
6543,5,32.27,2022-03-03 01:20:08
7905,2,31.33,2020-07-13 18:53:24
155,5,30.34,2023-11-01 11:36:15
7275,4,82.89,2024-09-16 21:52:52
2259,7,92.12,2021-03-31 02:09:53
343,7,84.59,2023-09-07 20:37:54
751,1,92.41,2020-10-31 21:31:02
2271,3,77.09,2022-08-31 12:27:01
8516,2,77.87,2020-09-17 05:15:00
6282,3,10.72,2023-07-08 01:20:45
9840,8,34.13,2021-12-18 16:11:15
7767,2,17.94,2020-10-10 11:36:51
7255,1,51.66,2020-08-14 06:51:39
5375,7,96.36,2023-03-02 03:58:22
2147,5,68.96,2022-01-25 09:07:48
3530,7,44.55,2022-06-29 19:07:09
7938,6,15.28,2023-08-14 04:22:35
7977,7,37.56,2021-03-17 09:50:52
6728,1,71.74,2023-07-10 16:54:59
3558,2,57.18,2024-03-27 16:54:44
2816,9,71.99,2023-03-06 20:02:57
7228,2,72.89,2024-03-12 01:44:16
7725,3,69.66,2023-05-07 04:43:43
461,6,66.36,2024-07-20 18:52:45
9865,2,51.09,2020-08-12 00:48:28
7638,1,19.78,2022-03-25 11:50:45
1215,8,25.4,2020-06-25 03:04:11
8079,1,45.87,2024-07-01 00:22:33
8016,1,17.98,2023-01-25 11:21:10
2440,9,49.84,2020-05-20 06:46:29
8172,5,97.77,2020-11-09 09:01:54
2672,3,14.31,2021-07-23 18:48:43
7440,1,63.9,2024-05-21 20:15:21
3358,4,16.82,2024-04-15 21:18:00
1861,2,47.11,2024-04-14 14:31:47
9163,1,16.58,2022-06-19 09:10:51
2607,3,16.42,2022-07-19 01:58:28
8044,4,26.21,2022-07-27 15:07:06
1670,2,16.29,2022-04-26 00:42:36
1302,5,61.63,2024-07-13 01:04:45
5306,7,55.95,2023-11-07 05:47:58
8629,3,19.42,2024-09-13 12:41:24
1766,6,14.7,2021-11-02 13:06:46
4507,1,21.61,2021-05-14 18:59:30
8099,3,28.7,2020-07-18 07:28:00
4640,2,29.31,2021-07-23 11:42:49
2063,1,60.99,2023-10-01 00:35:09
8052,3,92.73,2024-08-30 07:36:48
6194,8,18.45,2022-04-06 14:02:59
7142,4,39.66,2020-11-01 18:38:47
1319,1,19.43,2022-02-22 11:25:04
2347,4,73.22,2020-12-04 01:31:10
2372,3,96.4,2021-10-10 10:28:41
799,2,27.26,2020-01-21 20:25:42
9535,1,43.88,2022-05-16 17:24:31
1674,9,27.63,2022-04-18 02:11:10
3158,7,67.92,2022-02-14 01:49:56
7570,2,46.5,2020-06-28 15:37:49
750,7,33.51,2021-05-31 21:52:25
5024,6,47.37,2023-02-26 05:34:42
8797,7,83.69,2021-08-09 04:04:49
8939,4,89.01,2022-03-07 04:27:37
9338,7,73.08,2024-04-26 22:59:51
4823,2,39.53,2021-11-03 15:14:17
7892,6,25.51,2020-02-09 18:09:16
4504,4,48.49,2024-03-01 11:02:44
8758,5,32.51,2021-08-05 06:43:35
6776,5,68.27,2020-02-18 19:44:13
5327,9,72.05,2024-08-28 09:13:41
6307,8,89.78,2020-03-18 01:40:57
6612,2,74.19,2020-09-12 02:05:01
2875,3,38.9,2021-10-05 12:24:47
7497,4,75.33,2024-06-13 23:49:49
3192,1,79.54,2020-11-01 22:07:55
664,8,94.31,2023-12-14 10:49:00
3962,8,64.98,2021-11-12 22:03:02
2014,4,59.18,2023-07-01 00:32:33
2387,1,89.01,2020-10-25 19:28:22
440,2,41.52,2024-11-04 22:23:12
1503,2,38.98,2023-04-03 01:04:58
4863,5,82.24,2023-04-28 14:24:19
153,8,31.47,2022-06-05 03:05:31
8988,8,89.62,2020-06-11 05:01:19
1120,8,19.07,2024-04-09 10:31:18
1386,6,89.33,2024-12-10 16:36:39
4176,3,41.19,2022-01-10 15:49:20
4387,6,42.94,2022-05-17 17:33:26
4498,1,14.82,2024-06-12 01:05:11
2082,9,18.16,2022-09-27 10:31:46
6806,7,71.0,2021-02-13 14:20:09
6286,1,67.5,2022-10-06 15:31:02
8533,7,74.78,2023-07-18 01:37:01
5160,9,30.13,2023-12-24 02:53:15
6799,8,20.36,2020-03-27 05:13:44
7837,3,97.75,2024-05-26 10:03:01
4869,6,36.23,2022-08-14 00:22:10
6230,8,42.0,2023-03-28 17:34:09
5942,9,34.37,2024-12-22 16:41:21
5765,6,71.23,2021-09-14 18:32:33
2263,9,41.33,2023-07-01 09:00:49
2414,2,83.17,2021-08-18 11:00:31
9435,8,59.75,2024-09-01 11:21:48
7632,9,47.81,2024-08-08 13:55:34
2185,2,41.14,2024-08-17 17:05:23
6350,2,35.17,2023-01-26 13:57:08
4520,7,88.37,2020-10-31 02:25:50
7604,4,83.79,2024-04-01 21:44:21
4137,6,94.27,2020-10-12 05:14:32
2009,6,97.79,2023-11-17 21:25:56
2647,8,26.15,2020-06-22 20:22:43
1775,4,31.01,2020-02-04 18:31:54
8054,7,73.08,2023-03-26 22:55:55
4421,3,63.56,2020-08-11 07:26:22
2931,7,41.88,2023-10-24 17:49:44
4289,4,93.55,2024-11-09 10:38:37
2504,2,20.78,2022-10-12 12:58:17
9967,3,23.21,2020-06-28 13:39:33
9620,1,20.72,2023-12-03 22:34:20
4869,4,93.57,2020-07-25 19:21:44
6441,8,29.3,2023-10-11 11:56:42
9002,7,65.59,2020-09-08 03:46:38
8799,3,61.44,2024-09-02 21:26:06
8341,5,20.93,2021-01-21 03:37:32
528,9,12.87,2020-07-17 12:36:09
8833,1,52.21,2023-03-21 20:31:24
150,7,54.59,2024-08-15 12:38:17
9393,3,98.44,2020-08-08 02:20:42
8495,6,21.54,2020-05-10 21:48:02
7856,3,54.79,2022-06-30 01:21:23
2746,9,67.44,2023-03-17 08:50:59
698,7,61.17,2020-08-15 23:08:01
6575,1,42.66,2022-09-08 08:42:11
6955,1,22.02,2023-11-09 23:22:55
9198,2,52.45,2022-06-07 20:25:52
1671,7,79.53,2023-08-10 07:14:52
5559,4,60.89,2021-04-26 02:59:04
6220,3,76.38,2020-11-06 22:29:56
7533,8,33.82,2023-04-23 15:08:29
9355,3,76.64,2023-10-11 01:13:18
7991,7,56.61,2020-11-23 10:52:52
6587,5,63.72,2021-06-23 14:54:32
3784,7,47.29,2024-11-22 01:39:50
3244,1,50.95,2022-11-25 20:27:22
9013,4,36.16,2022-10-31 17:48:20
8286,5,38.27,2020-10-01 22:49:43
2696,8,15.69,2022-08-30 12:43:16
1005,5,14.46,2024-06-30 06:36:31
1470,8,82.67,2021-02-02 07:35:26
9580,6,70.29,2022-05-22 06:12:30
260,6,96.25,2023-02-17 20:27:55
8521,6,36.33,2023-07-21 12:30:25
9671,8,38.7,2024-08-11 20:19:23
2412,3,34.59,2020-06-15 17:31:28
7906,7,38.37,2024-08-20 01:45:51
3407,4,90.25,2024-08-06 19:27:54
3628,2,47.52,2023-10-11 17:35:31
7815,9,44.47,2024-04-19 06:20:51
5374,7,96.72,2021-05-10 02:38:54
6916,4,88.0,2023-10-20 13:14:24
3126,6,75.38,2022-03-07 18:01:35
5297,2,43.04,2022-02-18 21:36:52
3737,8,28.0,2024-09-04 06:40:42
7964,1,21.54,2020-10-11 09:37:45
2127,9,93.71,2023-10-11 17:37:09
1967,2,41.81,2021-12-28 20:23:52
4681,3,91.93,2021-09-13 02:32:39
8337,3,77.84,2022-08-16 16:43:01
905,3,85.12,2020-08-11 18:59:24
7405,8,26.85,2022-07-21 03:43:46
5937,1,15.27,2023-07-16 11:16:12
6275,6,10.84,2020-05-04 19:09:26
3117,8,45.76,2021-06-11 17:20:12
2721,2,64.81,2023-10-24 14:32:03
3298,9,76.21,2024-09-20 13:55:44
4929,3,39.01,2024-12-22 20:18:37
7506,3,35.66,2022-08-12 08:13:00
7388,4,15.27,2024-01-17 06:06:17
9655,9,33.54,2021-07-30 11:06:34
1458,3,48.51,2023-04-27 08:41:20
6731,3,79.26,2024-08-02 04:12:41
3050,9,86.48,2023-07-30 21:13:21
9866,4,74.55,2020-04-27 13:25:03
2107,5,10.72,2022-01-31 18:10:35
4346,3,33.57,2022-05-22 16:09:57
301,6,58.62,2024-02-04 06:54:06
7617,6,91.5,2020-11-21 18:54:42
9196,7,91.51,2020-02-27 07:22:39
2534,5,72.61,2023-07-11 02:04:06
7572,4,27.56,2020-02-28 05:30:57
7430,2,20.11,2022-12-09 12:53:53
9040,6,75.41,2022-01-05 21:46:27
8950,3,51.63,2021-11-01 11:18:14
6371,6,44.21,2022-04-21 17:39:41
3875,6,74.09,2020-09-06 11:51:46
8648,3,35.2,2021-03-21 02:17:31
6407,4,82.66,2021-11-16 02:16:31
2434,2,15.69,2023-12-12 13:49:20
2734,6,21.68,2023-12-22 05:18:06
5774,2,51.18,2021-01-12 00:17:32
7905,2,21.38,2020-01-18 06:09:12
1443,1,11.76,2022-06-07 00:25:59
2272,4,11.71,2023-06-03 00:32:43
6948,4,68.49,2022-12-30 09:58:08
1845,4,39.78,2022-12-03 19:31:38
1594,5,16.14,2024-01-24 08:39:20
6458,9,28.52,2023-12-24 19:31:52
9850,2,13.16,2021-07-05 05:37:22
7128,4,48.68,2020-08-03 13:13:42
7083,8,77.2,2024-04-27 23:02:37
8997,2,90.45,2021-06-11 01:51:50
5848,4,40.23,2023-03-08 10:56:56
4848,5,42.97,2023-08-08 22:04:24
213,3,82.99,2021-05-31 00:22:51
4921,1,18.57,2024-12-02 21:47:18
3411,2,99.55,2024-02-17 09:49:52
5771,3,71.13,2024-11-27 19:27:35
8011,3,87.93,2024-05-10 19:29:20
1503,9,24.21,2022-10-02 12:03:35
9272,5,45.47,2023-12-20 23:19:16
3907,4,67.66,2023-12-05 15:27:44
2380,7,93.73,2020-06-14 12:31:47
4840,7,38.42,2020-04-01 22:47:58
1667,3,89.93,2021-02-17 04:36:09
7767,6,91.38,2021-02-16 22:17:51
199,1,28.99,2021-05-30 06:15:26
9702,3,28.71,2024-11-10 13:47:41
4294,4,35.34,2020-11-19 15:24:46
7975,5,58.96,2023-12-16 13:22:21
2616,9,53.68,2021-12-18 19:05:25
6867,8,33.49,2021-06-11 13:08:08
9701,6,28.1,2021-01-08 23:24:16
1296,9,35.09,2020-03-31 00:43:43
2506,8,72.24,2023-03-02 11:56:28
860,4,20.41,2021-03-07 22:02:41
1912,1,63.65,2022-07-25 01:23:40
4088,7,69.24,2023-04-04 00:18:09
6698,1,24.27,2021-12-03 16:23:19
8105,7,47.98,2023-07-21 02:58:05
9560,3,61.01,2023-08-14 22:38:18
5221,4,27.69,2021-12-04 16:05:21
7152,3,84.92,2024-03-27 03:29:42
8192,4,53.53,2021-02-01 09:44:46
6635,2,33.9,2023-09-29 02:21:38
3289,9,94.85,2021-03-11 22:44:11
3726,1,92.36,2024-06-30 20:48:55
1604,5,94.9,2024-03-31 22:04:18
6826,9,85.79,2021-08-10 05:40:45
1670,9,87.07,2021-12-26 09:05:21
8716,1,32.37,2020-06-23 03:08:33
5070,4,98.46,2022-12-06 11:51:14
596,8,23.66,2023-01-07 05:41:19
8025,9,63.28,2022-03-02 14:24:51
5540,6,38.29,2021-12-05 18:18:32
8501,7,78.95,2024-07-12 01:56:31
9084,6,11.91,2022-12-17 12:13:03
3457,7,16.76,2023-05-25 11:37:29
3916,8,40.3,2020-07-20 20:29:54
487,2,85.59,2023-10-21 22:13:55
1097,8,51.04,2020-12-19 14:16:47
8497,6,68.78,2021-07-22 00:47:29
2266,3,54.05,2022-11-18 03:39:57
